Matches,SubMatches,GradientMatches,Keypoint,SubKeypoint,GradientKeypoint,Class
49,4,0.0816,81,6,0.0741,0
82,48,0.5854,84,1,0.0119,0
58,2,0.0345,76,9,0.1184,0
73,32,0.4384,74,1,0.0135,0
50,23,0.46,70,4,0.0571,0
140,1,0.0071,232,18,0.0776,0
126,103,0.8175,224,10,0.0446,0
1,211,211.0,60,171,2.85,1
10,2,0.2,13,2,0.1538,0
9,3,0.3333,12,4,0.3333,0
8,4,0.5,13,1,0.0769,0
62,0,0.0,66,0,0.0,0
60,5,0.0833,68,2,0.0294,0
57,4,0.0702,63,0,0.0,0
56,1,0.0179,60,3,0.05,0
60,3,0.05,69,9,0.1304,0
58,6,0.1034,68,3,0.0441,0
53,6,0.1132,62,2,0.0323,0
55,1,0.0182,61,5,0.082,0
61,6,0.0984,61,0,0.0,0
58,3,0.0517,61,0,0.0,0
55,3,0.0545,61,0,0.0,0
52,5,0.0962,54,2,0.037,0
54,3,0.0556,61,4,0.0656,0
51,5,0.098,59,3,0.0508,0
57,2,0.0351,57,1,0.0175,0
15,7,0.4667,15,0,0.0,0
10,1,0.1,10,0,0.0,0
5,1,0.2,9,1,0.1111,0
8,2,0.25,12,0,0.0,0
10,2,0.2,12,0,0.0,0
14,7,0.5,14,0,0.0,0
10,1,0.1,13,2,0.1538,0
4,4,1.0,9,5,0.5556,0
69,62,0.8986,74,2,0.027,0
71,6,0.0845,77,4,0.0519,0
77,15,0.1948,88,7,0.0795,0
29,8,0.2759,46,7,0.1522,0
46,17,0.3696,45,1,0.0222,0
4,44,11.0,99,51,0.5152,1
41,12,0.2927,141,3,0.0213,0
140,99,0.7071,144,3,0.0208,0
33,4,0.1212,146,11,0.0753,0
4,80,20.0,40,46,1.15,1
27,3,0.1111,34,0,0.0,0
9,2,0.2222,10,1,0.1,0
6,4,0.6667,613,602,0.9821,1
415,141,0.3398,622,13,0.0209,0
612,197,0.3219,624,2,0.0032,0
551,126,0.2287,563,7,0.0124,0
574,97,0.169,582,1,0.0017,0
322,99,0.3075,445,77,0.173,0
21,305,14.5238,30,433,14.4333,1
140,13,0.0929,161,13,0.0807,0
133,34,0.2556,158,10,0.0633,0
127,5,0.0394,149,2,0.0134,0
126,0,0.0,148,3,0.0203,0
90,10,0.1111,115,8,0.0696,0
96,17,0.1771,120,5,0.0417,0
99,2,0.0202,130,17,0.1308,0
97,2,0.0206,118,4,0.0339,0
102,5,0.049,123,5,0.0407,0
93,5,0.0538,118,2,0.0169,0
120,0,0.0,143,0,0.0,0
111,32,0.2883,137,6,0.0438,0
106,5,0.0472,127,2,0.0157,0
131,21,0.1603,132,1,0.0076,0
118,6,0.0508,145,5,0.0345,0
131,21,0.1603,133,6,0.0451,0
119,18,0.1513,132,7,0.053,0
8,111,13.875,82,50,0.6098,1
223,87,0.3901,295,22,0.0746,0
215,16,0.0744,304,16,0.0526,0
205,12,0.0585,272,6,0.0221,0
220,2,0.0091,286,12,0.042,0
213,18,0.0845,273,18,0.0659,0
225,6,0.0267,287,6,0.0209,0
232,53,0.2284,279,6,0.0215,0
4,189,47.25,272,65,0.239,1
37,3,0.0811,43,1,0.0233,0
48,7,0.1458,48,0,0.0,0
47,1,0.0213,50,2,0.04,0
44,7,0.1591,47,6,0.1277,0
31,0,0.0,42,7,0.1667,0
34,7,0.2059,38,5,0.1316,0
39,2,0.0513,41,4,0.0976,0
32,1,0.0312,44,4,0.0909,0
43,4,0.093,52,9,0.1731,0
45,2,0.0444,48,1,0.0208,0
40,1,0.025,41,3,0.0732,0
35,3,0.0857,41,4,0.0976,0
32,17,0.5312,44,5,0.1136,0
28,3,0.1071,32,6,0.1875,0
23,0,0.0,32,4,0.125,0
34,9,0.2647,38,2,0.0526,0
37,4,0.1081,46,5,0.1087,0
33,5,0.1515,70,15,0.2143,0
73,24,0.3288,74,1,0.0135,0
10,35,3.5,127,60,0.4724,1
55,5,0.0909,88,9,0.1023,0
54,4,0.0741,88,2,0.0227,0
88,34,0.3864,88,0,0.0,0
57,31,0.5439,90,2,0.0222,0
63,2,0.0317,93,9,0.0968,0
40,7,0.175,56,2,0.0357,0
44,4,0.0909,54,2,0.037,0
47,3,0.0638,66,3,0.0455,0
45,5,0.1111,55,4,0.0727,0
57,16,0.2807,59,1,0.0169,0
46,7,0.1522,61,3,0.0492,0
45,14,0.3111,70,11,0.1571,0
45,30,0.6667,59,17,0.2881,0
39,5,0.1282,52,1,0.0192,0
44,5,0.1136,60,1,0.0167,0
49,1,0.0204,69,9,0.1304,0
47,7,0.1489,60,6,0.1,0
47,1,0.0213,69,4,0.058,0
58,5,0.0862,70,13,0.1857,0
59,1,0.0169,72,0,0.0,0
46,1,0.0217,67,0,0.0,0
4,47,11.75,92,39,0.4239,1
82,0,0.0,103,10,0.0971,0
80,7,0.0875,98,2,0.0204,0
70,9,0.1286,85,5,0.0588,0
68,2,0.0294,84,1,0.0119,0
84,9,0.1071,85,3,0.0353,0
69,15,0.2174,95,10,0.1053,0
5,63,12.6,29,50,1.7241,1
14,7,0.5,60,7,0.1167,0
21,1,0.0476,35,13,0.3714,0
16,6,0.375,22,2,0.0909,0
19,1,0.0526,30,3,0.1,0
1,33,33.0,79,38,0.481,1
98,19,0.1939,118,0,0.0,0
114,22,0.193,116,0,0.0,0
4,96,24.0,192,73,0.3802,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
36,35,0.9722,60,3,0.05,0
81,35,0.4321,82,1,0.0122,0
32,1,0.0312,75,10,0.1333,0
30,30,1.0,66,6,0.0909,0
8,22,2.75,252,186,0.7381,1
167,2,0.012,296,49,0.1655,0
207,5,0.0242,274,20,0.073,0
187,92,0.492,299,19,0.0635,0
143,2,0.014,286,7,0.0245,0
113,28,0.2478,242,16,0.0661,0
46,67,1.4565,112,2,0.0179,0
171,74,0.4327,172,0,0.0,0
147,31,0.2109,199,28,0.1407,0
22,125,5.6818,40,159,3.975,1
37,8,0.2162,37,9,0.2432,0
13,2,0.1538,18,5,0.2778,0
14,1,0.0714,26,5,0.1923,0
4,28,7.0,84,46,0.5476,1
38,50,1.3158,87,2,0.023,0
64,13,0.2031,98,6,0.0612,0
74,7,0.0946,107,6,0.0561,0
5,82,16.4,128,22,0.1719,1
41,30,0.7317,52,19,0.3654,0
72,16,0.2222,72,1,0.0139,0
111,19,0.1712,111,0,0.0,0
81,6,0.0741,104,3,0.0288,0
78,5,0.0641,108,7,0.0648,0
78,3,0.0385,96,4,0.0417,0
2,41,20.5,92,26,0.2826,1
100,18,0.18,133,3,0.0226,0
104,4,0.0385,127,6,0.0472,0
98,2,0.0204,136,7,0.0515,0
149,46,0.3087,153,3,0.0196,0
112,37,0.3304,155,2,0.0129,0
109,3,0.0275,131,9,0.0687,0
134,18,0.1343,136,2,0.0147,0
118,30,0.2542,157,6,0.0382,0
6,110,18.3333,96,52,0.5417,1
21,4,0.1905,60,17,0.2833,0
26,31,1.1923,59,1,0.0169,0
4,89,22.25,153,37,0.2418,1
26,100,3.8462,106,21,0.1981,0
58,38,0.6552,85,15,0.1765,0
26,36,1.3846,73,12,0.1644,1
89,26,0.2921,89,0,0.0,0
60,0,0.0,80,1,0.0125,0
5,20,4.0,140,88,0.6286,1
91,49,0.5385,140,0,0.0,0
87,1,0.0115,132,15,0.1136,0
154,62,0.4026,158,4,0.0253,0
25,2,0.08,44,2,0.0455,0
47,27,0.5745,47,0,0.0,0
26,1,0.0385,49,2,0.0408,0
35,9,0.2571,51,2,0.0392,0
1,47,47.0,57,9,0.1579,1
216,149,0.6898,220,2,0.0091,0
199,17,0.0854,225,5,0.0222,0
206,1,0.0049,232,10,0.0431,0
196,6,0.0306,235,7,0.0298,0
187,27,0.1444,227,4,0.0176,0
206,4,0.0194,225,9,0.04,0
194,5,0.0258,239,6,0.0251,0
243,36,0.1481,247,2,0.0081,0
205,22,0.1073,236,5,0.0212,0
206,6,0.0291,231,5,0.0216,0
245,23,0.0939,246,3,0.0122,0
220,1,0.0045,256,14,0.0547,0
71,158,2.2254,1037,786,0.758,1
40,22,0.55,77,15,0.1948,0
29,1,0.0345,62,13,0.2097,0
3,26,8.6667,159,105,0.6604,1
108,6,0.0556,142,17,0.1197,0
93,47,0.5054,142,2,0.0141,0
7,70,10.0,130,4,0.0308,1
78,37,0.4744,80,1,0.0125,0
61,10,0.1639,94,11,0.117,0
3,133,44.3333,116,23,0.1983,1
22,9,0.4091,27,5,0.1852,0
27,3,0.1111,47,6,0.1277,0
30,5,0.1667,52,14,0.2692,0
56,5,0.0893,58,2,0.0345,0
46,4,0.087,71,10,0.1408,0
48,2,0.0417,69,2,0.029,0
35,33,0.9429,63,6,0.0952,0
47,7,0.1489,75,0,0.0,0
3,35,11.6667,14,71,5.0714,1
41,12,0.2927,42,1,0.0238,0
34,7,0.2059,37,5,0.1351,0
145,5,0.0345,152,4,0.0263,0
141,4,0.0284,154,2,0.013,0
148,3,0.0203,154,3,0.0195,0
141,4,0.0284,158,12,0.0759,0
145,4,0.0276,150,8,0.0533,0
148,2,0.0135,153,3,0.0196,0
146,4,0.0274,147,0,0.0,0
144,5,0.0347,145,3,0.0207,0
145,1,0.0069,145,0,0.0,0
671,193,0.2876,740,0,0.0,0
521,22,0.0422,784,23,0.0293,0
670,132,0.197,817,1,0.0012,0
764,48,0.0628,912,34,0.0373,0
755,59,0.0781,877,8,0.0091,0
620,11,0.0177,709,16,0.0226,0
16,598,37.375,97,629,6.4845,1
11,3,0.2727,1230,51,0.0415,0
6,1134,189.0,683,456,0.6676,1
184,18,0.0978,211,9,0.0427,0
176,7,0.0398,206,7,0.034,0
175,10,0.0571,200,0,0.0,0
177,3,0.0169,208,8,0.0385,0
189,12,0.0635,216,10,0.0463,0
190,7,0.0368,214,1,0.0047,0
209,15,0.0718,210,5,0.0238,0
182,0,0.0,198,9,0.0455,0
174,20,0.1149,212,17,0.0802,0
188,14,0.0745,197,15,0.0761,0
194,19,0.0979,207,8,0.0386,0
193,10,0.0518,209,2,0.0096,0
187,4,0.0214,211,7,0.0332,0
61,120,1.9672,99,109,1.101,0
75,5,0.0667,104,8,0.0769,0
81,2,0.0247,100,9,0.09,0
76,4,0.0526,107,1,0.0093,0
108,25,0.2315,109,3,0.0275,0
90,9,0.1,94,3,0.0319,0
3,87,29.0,107,13,0.1215,1
136,7,0.0515,172,14,0.0814,0
150,8,0.0533,218,19,0.0872,0
120,64,0.5333,190,5,0.0263,0
52,114,2.1923,184,39,0.212,1
142,14,0.0986,187,2,0.0107,0
146,3,0.0205,197,14,0.0711,0
160,8,0.05,191,10,0.0524,0
190,27,0.1421,190,1,0.0053,0
86,98,1.1395,161,44,0.2733,1
153,0,0.0,165,1,0.0061,0
149,11,0.0738,160,6,0.0375,0
158,14,0.0886,158,1,0.0063,0
4,69,17.25,128,51,0.3984,1
226,1,0.0044,262,3,0.0115,0
229,18,0.0786,273,24,0.0879,0
118,1,0.0085,166,6,0.0361,0
178,48,0.2697,177,3,0.0169,0
132,1,0.0076,167,10,0.0599,0
131,19,0.145,169,2,0.0118,0
172,22,0.1279,179,2,0.0112,0
144,28,0.1944,172,7,0.0407,0
1,113,113.0,100,54,0.54,1
20,1,0.05,24,2,0.0833,0
15,0,0.0,26,6,0.2308,0
26,11,0.4231,26,0,0.0,0
16,2,0.125,23,1,0.0435,0
15,3,0.2,31,8,0.2581,0
11,2,0.1818,14,1,0.0714,0
20,8,0.4,18,5,0.2778,0
17,3,0.1765,17,1,0.0588,0
15,2,0.1333,20,3,0.15,0
28,10,0.3571,28,0,0.0,0
16,1,0.0625,19,1,0.0526,0
23,8,0.3478,24,2,0.0833,0
27,1,0.037,27,2,0.0741,0
16,6,0.375,23,5,0.2174,0
24,3,0.125,32,3,0.0938,0
25,3,0.12,29,2,0.069,0
20,1,0.05,28,2,0.0714,0
23,3,0.1304,25,8,0.32,0
21,6,0.2857,33,7,0.2121,0
19,3,0.1579,30,5,0.1667,0
2,17,8.5,73,43,0.589,1
40,0,0.0,68,7,0.1029,0
142,54,0.3803,142,3,0.0211,0
71,13,0.1831,104,26,0.25,0
79,8,0.1013,147,1,0.0068,0
187,63,0.3369,189,1,0.0053,0
120,4,0.0333,182,1,0.0055,0
6,130,21.6667,24,157,6.5417,1
68,18,0.2647,69,1,0.0145,0
49,0,0.0,61,8,0.1311,0
40,16,0.4,62,2,0.0323,0
24,5,0.2083,29,2,0.069,0
19,5,0.2632,29,0,0.0,0
20,3,0.15,28,2,0.0714,0
3,24,8.0,85,50,0.5882,1
55,7,0.1273,90,1,0.0111,0
87,32,0.3678,91,1,0.011,0
43,11,0.2558,43,2,0.0465,0
25,3,0.12,35,3,0.0857,0
23,9,0.3913,36,4,0.1111,0
14,4,0.2857,20,4,0.2,0
12,6,0.5,27,6,0.2222,0
14,0,0.0,23,1,0.0435,0
12,3,0.25,17,9,0.5294,0
3,9,3.0,124,107,0.8629,1
52,55,1.0577,94,12,0.1277,0
83,50,0.6024,86,3,0.0349,0
55,2,0.0364,77,11,0.1429,0
74,19,0.2568,74,3,0.0405,0
77,30,0.3896,77,1,0.013,0
5,52,10.4,93,35,0.3763,1
53,22,0.4151,54,0,0.0,0
38,3,0.0789,67,4,0.0597,0
60,8,0.1333,95,2,0.0211,0
60,7,0.1167,101,11,0.1089,0
100,40,0.4,99,2,0.0202,0
60,12,0.2,61,0,0.0,0
47,20,0.4255,68,3,0.0441,0
58,11,0.1897,77,4,0.0519,0
65,9,0.1385,87,8,0.092,0
57,9,0.1579,73,1,0.0137,0
65,10,0.1538,70,5,0.0714,0
69,20,0.2899,71,2,0.0282,0
21,8,0.381,39,3,0.0769,0
21,0,0.0,37,2,0.0541,0
22,3,0.1364,41,4,0.0976,0
60,29,0.4833,61,1,0.0164,0
34,1,0.0294,63,2,0.0317,0
51,18,0.3529,71,6,0.0845,0
10,46,4.6,49,22,0.449,1
27,0,0.0,50,2,0.04,0
32,18,0.5625,63,13,0.2063,0
333,24,0.0721,350,9,0.0257,0
292,20,0.0685,364,1,0.0027,0
273,59,0.2161,331,34,0.1027,0
104,3,0.0288,151,31,0.2053,0
12,142,11.8333,105,59,0.5619,1
109,3,0.0275,120,2,0.0167,0
108,8,0.0741,110,1,0.0091,0
106,5,0.0472,114,3,0.0263,0
26,78,3.0,33,76,2.303,1
170,8,0.0471,179,1,0.0056,0
169,5,0.0296,174,3,0.0172,0
160,0,0.0,169,1,0.0059,0
163,3,0.0184,177,8,0.0452,0
168,2,0.0119,168,2,0.0119,0
170,10,0.0588,172,1,0.0058,0
166,3,0.0181,172,2,0.0116,0
158,2,0.0127,163,6,0.0368,0
168,3,0.0179,178,1,0.0056,0
167,0,0.0,176,2,0.0114,0
168,0,0.0,181,9,0.0497,0
171,4,0.0234,176,1,0.0057,0
174,1,0.0057,182,5,0.0275,0
172,1,0.0058,181,5,0.0276,0
176,1,0.0057,175,1,0.0057,0
24,152,6.3333,36,139,3.8611,1
32,2,0.0625,36,1,0.0278,0
24,3,0.125,31,3,0.0968,0
25,10,0.4,139,106,0.7626,0
125,2,0.016,129,2,0.0155,0
133,1,0.0075,136,0,0.0,0
656,269,0.4101,670,7,0.0104,0
488,41,0.084,691,4,0.0058,0
563,27,0.048,685,12,0.0175,0
329,347,1.0547,686,6,0.0087,0
282,47,0.1667,725,39,0.0538,0
583,6,0.0103,848,1,0.0012,0
842,147,0.1746,862,1,0.0012,0
289,523,1.8097,718,115,0.1602,0
863,380,0.4403,868,9,0.0104,0
932,339,0.3637,1372,97,0.0707,0
1035,19,0.0184,1357,34,0.0251,0
1348,313,0.2322,1361,4,0.0029,0
296,764,2.5811,1214,144,0.1186,1
1130,766,0.6779,1136,3,0.0026,0
987,126,0.1277,1125,14,0.0124,0
892,95,0.1065,1127,2,0.0018,0
1188,183,0.154,1202,6,0.005,0
1031,62,0.0601,1210,27,0.0223,0
1201,178,0.1482,1221,8,0.0066,0
1026,19,0.0185,1231,40,0.0325,0
1194,158,0.1323,1229,0,0.0,0
1032,21,0.0203,1249,8,0.0064,0
1058,26,0.0246,1265,16,0.0126,0
1013,1,0.001,1232,15,0.0122,0
725,24,0.0331,1010,2,0.002,0
837,26,0.0311,1011,8,0.0079,0
977,144,0.1474,1000,1,0.001,0
903,98,0.1085,1092,31,0.0284,0
879,24,0.0273,1051,41,0.039,0
1163,179,0.1539,1176,1,0.0009,0
1159,237,0.2045,1181,3,0.0025,0
922,237,0.257,1173,8,0.0068,0
49,876,17.8776,576,602,1.0451,1
13,6,0.4615,94,17,0.1809,0
13,81,6.2308,116,20,0.1724,1
66,43,0.6515,127,17,0.1339,0
82,36,0.439,118,0,0.0,0
86,4,0.0465,123,5,0.0407,0
84,13,0.1548,124,15,0.121,0
96,5,0.0521,133,7,0.0526,0
47,1,0.0213,97,8,0.0825,0
57,10,0.1754,94,6,0.0638,0
4,53,13.25,61,33,0.541,1
24,18,0.75,24,0,0.0,0
31,11,0.3548,32,1,0.0312,0
27,2,0.0741,31,4,0.129,0
21,6,0.2857,35,1,0.0286,0
28,5,0.1786,28,0,0.0,0
39,6,0.1538,54,5,0.0926,0
40,7,0.175,57,5,0.0877,0
30,10,0.3333,51,5,0.098,0
50,9,0.18,53,3,0.0566,0
46,3,0.0652,60,5,0.0833,0
44,4,0.0909,71,4,0.0563,0
55,0,0.0,63,23,0.3651,0
42,13,0.3095,70,7,0.1,0
48,25,0.5208,74,1,0.0135,0
48,0,0.0,93,27,0.2903,0
49,4,0.0816,75,4,0.0533,0
64,3,0.0469,94,1,0.0106,0
62,1,0.0161,85,5,0.0588,0
55,10,0.1818,75,2,0.0267,0
68,10,0.1471,106,5,0.0472,0
62,41,0.6613,91,11,0.1209,0
73,11,0.1507,78,33,0.4231,0
54,23,0.4259,85,2,0.0235,0
55,6,0.1091,71,8,0.1127,0
67,6,0.0896,90,5,0.0556,0
66,1,0.0152,96,6,0.0625,0
65,9,0.1385,102,6,0.0588,0
70,4,0.0571,97,2,0.0206,0
8,64,8.0,119,24,0.2017,1
102,5,0.049,128,3,0.0234,0
130,17,0.1308,135,3,0.0222,0
95,13,0.1368,122,1,0.0082,0
107,12,0.1121,119,3,0.0252,0
155,18,0.1161,180,4,0.0222,0
147,32,0.2177,177,5,0.0282,0
162,8,0.0494,178,5,0.0281,0
153,19,0.1242,179,3,0.0168,0
169,20,0.1183,172,2,0.0116,0
151,39,0.2583,177,11,0.0621,0
157,6,0.0382,184,7,0.038,0
99,9,0.0909,110,0,0.0,0
100,1,0.01,116,6,0.0517,0
6,79,13.1667,93,14,0.1505,1
75,7,0.0933,99,3,0.0303,0
78,10,0.1282,100,11,0.11,0
78,1,0.0128,98,6,0.0612,0
85,7,0.0824,98,0,0.0,0
90,8,0.0889,107,8,0.0748,0
109,12,0.1101,110,4,0.0364,0
100,2,0.02,111,2,0.018,0
13,87,6.6923,86,20,0.2326,1
65,0,0.0,76,8,0.1053,0
74,3,0.0405,75,0,0.0,0
68,15,0.2206,84,4,0.0476,0
70,2,0.0286,86,2,0.0233,0
99,8,0.0808,105,5,0.0476,0
152,10,0.0658,177,4,0.0226,0
136,2,0.0147,173,17,0.0983,0
103,4,0.0388,130,2,0.0154,0
143,11,0.0769,176,13,0.0739,0
149,12,0.0805,196,17,0.0867,0
181,41,0.2265,187,1,0.0053,0
162,3,0.0185,200,10,0.05,0
180,10,0.0556,180,2,0.0111,0
168,17,0.1012,176,1,0.0057,0
148,73,0.4932,150,0,0.0,0
124,43,0.3468,124,0,0.0,0
81,27,0.3333,123,12,0.0976,0
92,45,0.4891,134,4,0.0299,0
75,1,0.0133,119,7,0.0588,0
117,27,0.2308,116,3,0.0259,0
123,26,0.2114,127,0,0.0,0
3,120,40.0,81,46,0.5679,1
87,6,0.069,116,2,0.0172,0
101,17,0.1683,123,2,0.0163,0
104,3,0.0288,122,1,0.0082,0
4,100,25.0,97,21,0.2165,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,1,0,0
47,28,0.5957,51,3,0.0588,0
70,6,0.0857,88,3,0.0341,0
141,2,0.0142,146,2,0.0137,0
139,8,0.0576,168,15,0.0893,0
131,9,0.0687,176,16,0.0909,0
145,6,0.0414,196,12,0.0612,0
142,1,0.007,159,17,0.1069,0
136,3,0.0221,163,1,0.0061,0
143,4,0.028,174,11,0.0632,0
144,13,0.0903,166,11,0.0663,0
109,26,0.2385,150,18,0.12,0
154,28,0.1818,160,2,0.0125,0
134,33,0.2463,139,5,0.036,0
91,7,0.0769,125,9,0.072,0
93,2,0.0215,122,3,0.0246,0
96,4,0.0417,131,10,0.0763,0
130,34,0.2615,131,0,0.0,0
189,4,0.0212,233,10,0.0429,0
174,9,0.0517,201,10,0.0498,0
169,35,0.2071,200,12,0.06,0
149,32,0.2148,182,3,0.0165,0
168,4,0.0238,200,8,0.04,0
161,13,0.0807,192,0,0.0,0
90,2,0.0222,107,15,0.1402,0
138,2,0.0145,165,7,0.0424,0
139,23,0.1655,157,11,0.0701,0
107,6,0.0561,117,17,0.1453,0
202,20,0.099,204,0,0.0,0
183,30,0.1639,216,1,0.0046,0
173,1,0.0058,206,7,0.034,0
204,49,0.2402,207,0,0.0,0
155,1,0.0065,205,9,0.0439,0
198,50,0.2525,199,5,0.0251,0
108,5,0.0463,117,12,0.1026,0
134,17,0.1269,180,5,0.0278,0
197,65,0.3299,198,1,0.0051,0
143,4,0.028,185,16,0.0865,0
143,0,0.0,229,19,0.083,0
136,13,0.0956,202,7,0.0347,0
139,10,0.0719,193,5,0.0259,0
144,47,0.3264,195,1,0.0051,0
142,5,0.0352,171,15,0.0877,0
98,44,0.449,145,26,0.1793,0
41,109,2.6585,94,87,0.9255,1
67,4,0.0597,89,3,0.0337,0
76,9,0.1184,93,4,0.043,0
74,18,0.2432,89,3,0.0337,0
79,9,0.1139,105,18,0.1714,0
93,7,0.0753,111,8,0.0721,0
49,3,0.0612,64,3,0.0469,0
163,3,0.0184,191,3,0.0157,0
202,10,0.0495,222,3,0.0135,0
190,6,0.0316,214,5,0.0234,0
214,25,0.1168,213,4,0.0188,0
168,2,0.0119,191,0,0.0,0
175,2,0.0114,197,7,0.0355,0
167,28,0.1677,190,8,0.0421,0
65,18,0.2769,67,0,0.0,0
58,2,0.0345,76,3,0.0395,0
1,66,66.0,68,0,0.0,1
347,8,0.0231,389,8,0.0206,0
11,347,31.5455,378,13,0.0344,1
9,0,0.0,9,0,0.0,0
5,1,0.2,9,1,0.1111,0
7,2,0.2857,26,8,0.3077,0
121,80,0.6612,121,0,0.0,0
103,2,0.0194,130,12,0.0923,0
36,5,0.1389,56,1,0.0179,0
109,8,0.0734,218,46,0.211,0
195,65,0.3333,195,0,0.0,0
88,10,0.1136,135,19,0.1407,0
56,10,0.1786,69,15,0.2174,0
49,8,0.1633,71,7,0.0986,0
53,4,0.0755,83,12,0.1446,0
46,0,0.0,68,5,0.0735,0
43,3,0.0698,57,2,0.0351,0
57,14,0.2456,61,4,0.0656,0
100,2,0.02,130,7,0.0538,0
98,9,0.0918,141,4,0.0284,0
107,32,0.2991,148,7,0.0473,0
104,8,0.0769,142,1,0.007,0
3,147,49.0,60,94,1.5667,1
302,47,0.1556,339,4,0.0118,0
276,13,0.0471,337,2,0.0059,0
305,2,0.0066,343,1,0.0029,0
297,44,0.1481,350,4,0.0114,0
329,39,0.1185,333,2,0.006,0
205,66,0.322,296,7,0.0236,0
242,69,0.2851,284,31,0.1092,0
10,232,23.2,107,177,1.6542,1
168,164,0.9762,213,21,0.0986,0
176,8,0.0455,215,6,0.0279,0
169,35,0.2071,221,14,0.0633,0
194,2,0.0103,211,8,0.0379,0
1,193,193.0,80,131,1.6375,1
76,17,0.2237,100,6,0.06,0
75,3,0.04,94,7,0.0745,0
88,9,0.1023,90,1,0.0111,0
80,0,0.0,98,8,0.0816,0
63,14,0.2222,79,1,0.0127,0
88,34,0.3864,89,1,0.0112,0
59,4,0.0678,85,2,0.0235,0
71,6,0.0845,83,4,0.0482,0
79,16,0.2025,85,2,0.0235,0
62,17,0.2742,86,1,0.0116,0
57,2,0.0351,84,6,0.0714,0
55,21,0.3818,92,14,0.1522,0
216,2,0.0093,245,3,0.0122,0
213,1,0.0047,228,15,0.0658,0
210,3,0.0143,246,10,0.0407,0
206,7,0.034,224,2,0.0089,0
226,12,0.0531,226,4,0.0177,0
219,6,0.0274,236,4,0.0169,0
190,6,0.0316,211,2,0.0095,0
187,12,0.0642,203,6,0.0296,0
197,13,0.066,220,7,0.0318,0
190,18,0.0947,200,11,0.055,0
47,1,0.0213,55,4,0.0727,0
58,12,0.2069,59,0,0.0,0
41,2,0.0488,50,3,0.06,0
42,8,0.1905,50,5,0.1,0
45,6,0.1333,46,1,0.0217,0
45,0,0.0,49,3,0.0612,0
36,0,0.0,45,2,0.0444,0
178,3,0.0169,183,2,0.0109,0
175,3,0.0171,182,0,0.0,0
170,3,0.0176,178,3,0.0169,0
175,7,0.04,180,7,0.0389,0
166,0,0.0,176,1,0.0057,0
173,14,0.0809,181,8,0.0442,0
190,9,0.0474,192,1,0.0052,0
179,5,0.0279,189,4,0.0212,0
181,1,0.0055,187,4,0.0214,0
173,3,0.0173,187,1,0.0053,0
181,4,0.0221,189,6,0.0317,0
190,1,0.0053,197,5,0.0254,0
188,5,0.0266,191,9,0.0471,0
49,114,2.3265,48,137,2.8542,1
46,1,0.0217,50,2,0.04,0
147,6,0.0408,146,3,0.0205,0
137,3,0.0219,144,4,0.0278,0
141,3,0.0213,145,2,0.0138,0
147,4,0.0272,151,5,0.0331,0
140,0,0.0,145,4,0.0276,0
139,1,0.0072,149,4,0.0268,0
142,2,0.0141,151,1,0.0066,0
141,7,0.0496,147,2,0.0136,0
46,4,0.087,52,8,0.1538,0
49,3,0.0612,61,9,0.1475,0
57,8,0.1404,59,2,0.0339,0
5,44,8.8,81,28,0.3457,1
84,13,0.1548,85,3,0.0353,0
80,1,0.0125,95,1,0.0105,0
84,9,0.1071,92,6,0.0652,0
78,6,0.0769,83,9,0.1084,0
71,1,0.0141,84,3,0.0357,0
92,17,0.1848,92,3,0.0326,0
107,3,0.028,132,5,0.0379,0
114,4,0.0351,128,4,0.0312,0
88,7,0.0795,93,1,0.0108,0
38,8,0.2105,40,1,0.025,0
36,2,0.0556,43,3,0.0698,0
34,1,0.0294,34,1,0.0294,0
27,3,0.1111,28,0,0.0,0
91,1,0.011,96,1,0.0104,0
89,1,0.0112,89,0,0.0,0
90,0,0.0,100,6,0.06,0
31,4,0.129,33,3,0.0909,0
2,31,15.5,118,81,0.6864,1
72,11,0.1528,81,6,0.0741,0
58,7,0.1207,79,1,0.0127,0
84,11,0.131,87,3,0.0345,0
69,2,0.029,82,5,0.061,0
66,2,0.0303,85,1,0.0118,0
59,26,0.4407,85,1,0.0118,0
67,8,0.1194,94,20,0.2128,0
55,23,0.4182,72,7,0.0972,0
103,0,0.0,115,2,0.0174,0
107,12,0.1121,115,8,0.0696,0
103,5,0.0485,114,4,0.0351,0
41,57,1.3902,67,41,0.6119,1
42,5,0.119,65,4,0.0615,0
71,6,0.0845,88,10,0.1136,0
66,5,0.0758,78,10,0.1282,0
76,12,0.1579,78,2,0.0256,0
76,6,0.0789,82,2,0.0244,0
64,8,0.125,88,4,0.0455,0
57,4,0.0702,60,1,0.0167,0
1,30,30.0,146,107,0.7329,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
18,17,0.9444,70,44,0.6286,0
229,9,0.0393,730,90,0.1233,0
272,43,0.1581,996,266,0.2671,0
929,736,0.7922,944,3,0.0032,0
176,8,0.0455,189,3,0.0159,0
180,4,0.0222,194,5,0.0258,0
